AOA	Std Dev	Variance	Mean	Median
-4.05	0.07867088612065964	0.006189108323009799	-0.4737183260817283	-0.47122204784025
-2.0	0.098437723595302	0.009689985426625077	-0.2190171447176037	-0.20042382075249998
0.05	0.08689137247897404	0.007550110611279807	-0.006675641804935827	-0.0016671090471729998
1.98	0.10285076520959585	0.010578279904199413	0.23277519230057495	0.244251702458
4.18	0.0970450872819941	0.009417748965569852	0.5094024506592484	0.5032104204989001
6.2	0.09250945704656864	0.008557999643050929	0.7464820880424067	0.7371444058656
8.22	0.08687558524124081	0.007547367311008099	0.9644094198210184	0.9616295689219001
10.18	0.07034146367235583	0.0049479215115693555	1.1937574054911233	1.197238462794
11.08	0.07820856595009915	0.006116579787971008	1.2937979573497833	1.2839685893964998
12.25	0.06566342141178447	0.004311684911501594	1.4049339532909333	1.413740800619
13.1	0.06677655381605735	0.004459108139548803	1.4937046636573668	1.4904600553115
14.28	0.07636166728160153	0.005831104230026012	1.5733894996359832	1.567322914522
15.2	0.060849034495656415	0.003702604999053584	1.6659156613202832	1.6676163984065
16.18	0.04005432450557575	0.001604348911597966	1.7436017119961336	1.743360607337
16.9	0.03915839889439583	0.0015333802039726207	1.76880697702425	1.7667043882345
17.35	0.034779763301750796	0.0012096319353258112	1.7875861525307	1.7817310195415001
17.65	0.03349221832565447	0.0011217286883733052	1.7997932838281665	1.800777977
18.65	0.026975421014381204	0.0007276733389031191	1.8258363729359999	1.8284366847335
