AOA	Std Dev	Variance	Mean	Median
-4.05	0.07565519647453577	0.005723708753600609	-0.5022651923053517	-0.49145211659315
-2.0	0.08686347601455266	0.007545263465330766	-0.24443933723636901	-0.24071374360300002
0.05	0.09641457218517835	0.009295769729650967	0.00231860060129368	-0.00011963278928849995
1.98	0.0881899777740895	0.0077774721797943995	0.23218452252174185	0.2398336857274
4.18	0.09288510240954455	0.008627642249631579	0.5056691439860234	0.5026922223679
6.2	0.07592117928237771	0.005764025463626939	0.7319965595306833	0.7214693398427
8.22	0.07977498295067466	0.006364047904780432	0.9858187341125166	1.0009147249499
10.18	0.07122011190834976	0.005072304340237864	1.20554280841405	1.22570184296
11.08	0.0827878524049095	0.006853828505817081	1.2866680482546664	1.2899553745785
12.25	0.060090337930937716	0.003610848712654292	1.4232459549989	1.4210764418315
13.1	0.06618684304398824	0.004380698192129535	1.4994257182306332	1.4979576956340002
14.28	0.06196516991583756	0.00383968228269862	1.5904956645065667	1.596935798018
15.2	0.05475513375405674	0.0029981246724246438	1.6679407918513	1.6655826212795
16.18	0.04768212651618115	0.0022735851891051055	1.7171774059549836	1.7212012592844999
16.9	0.039710254476398206	0.001576904310580304	1.7613937698845668	1.7684717877804998
17.35	0.033861622794848584	0.0011466094983006094	1.7908931263790333	1.792185907854
17.65	0.031795212662297664	0.0010109355482407335	1.8005788631333166	1.803454857668
18.65	0.029385503608137194	0.000863507822303844	1.8228797829699666	1.827102168872
